X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
805,1,22  2  231114559 96        1010101010101010101010102  2   2 8 4 2 3 3 4 3 8 9 4 444411131131 410,3,9,221112 11 1      111111111444414242275665112,CA,0171098551157460239P,1,NA,8.734
805,1,11  332,NA,NA,9999999999                          137 14,CA,0731318001320680129P,1,NA,10.184
805,1,22  1  2311111413 42213333397 6 5 5 59797 6979797972  2  97979797979797979797979744412213232,NA,9,121111 11 2      3 111111144433444125595512,CA,0130028030024480219P,1,NA,7.104
805,1,22  2  2313333411 428283131 8 8 5 9 9979797 8 997 71 18  98 8 3 69898989898 8989844411231212,NA,1 4,211122 11 1      14311111144442444227534512,CA,0171098551157480129P,1,NA,10.104
805,1,11  1  2312223412 922223813 6 8 4 4 5 3 4 5 4 6 4 48  1 6 5 6 3 4 5 2 597 5 7 6 312111232112,NA,2,121111111 21 422114211111134421244325425512,CA,0130028030028735219P,1,NA,21.394
806,1,11  1  2122444411 411111111 8 510 5 8 41097 9 9 8 92  2   510 9 5 5 6 210101010 544411111112,NA,1 4,122121111 21 421324322222234313444221519442,TX,403128634126    547C,1,NA,4.823
806,3,12 12  131244112  923132123 8 7 6 7 7 6 5 6 7 7 6 52  1 4 5 5 4 6 7 4 5 6 6 6 5 544412111212,NA,2,111112 11 1      132111111444323442231911411,TX,4371486511474600137C,1,3,1.003
806,3,12 22  122141113  933333133 7 6 5 8 6 6 5 5 5 5 5 52  2   5 6 5 5 5 4 5 5 4 5 4 444411221212,NA,2,111121 11 1      13211111144444444223193242,TX,4371486511474600137C,1,3,1.003
806,1,21  31 213122229  5933213239797971097979797979797978  8  9898989898 198989898989844421192112,NA,2,222222922222     293222222444444442 23881411,TX,437148651147    547C,1,NA,7.393
806,1,21  2  221143349  92223332397 897 5 597 497 5 6 597111111 3 6 1 3 2 3 3 4 4 4 3 212111123111 211,NA,2,121192111 19     4 3111111444343441254245112,TX,437148651147    547C,1,NA,23.753
810,1,12  1  131141559 96        1010101010101010101010102  2   2 9 4 5 5 3 5 5 5 9 5 444411111112,NA,2,919912 99 2      111111111444424443154755111,MI,0570095050090440313E,1,NA,25.002
810,1,12  1  231114113  311333113101010 7 710 810101010101121 7 210 2 3 3 3 3 31010101044433333112,NA,9,911112 11 1      112111111444484443157395111,MI,0570095050092160313E,1,NA,16.432
810,1,12  2  2311111112 333833313 5 5 7 197 5 5 5 4 6 5 52  2   6 3 5 1 5 9 5 2 2 2 3 344411333332,NA,9,111112 11 2      113111111444221443243345111,MI,0570095050092160313E,1,NA,13.722
810,1,22  2  111134551296         4 5 3 4 3 4 3 6 4 4 3 62  2   5 6 6 4 5 4 3 7 6 6 4 632211132212,NA,116,222122 11 2      3 422222233332333324763512,MI,0570095050092160313E,1,NA,19.902
810,1,22  1  2313494412 393233133 8 8 5 8 8 8 8 8 8 8 8 81 12   9 9979797 997 7 8 8979734211122122,NA,1 3,121112 11 2      243111111342414442262915111,MI,0570095050092160313E,1,NA,17.192
810,1,12  2  131199999 97 8888888 9 9 9 9 9 9 9 9 9 9 9 92  1 4 8 8 2 2 3 3 2 6 8 5 5 644411131131 1 4,NA,2,221112 22 1      24311111144434444223187512,MI,0570095050092160313E,1,NA,13.162
810,1,11  2  2122244412 312223323 5 5 3 5 5 2 4 3 2 2 7 21 91 3 5 8 2 3 5 2 5 51010 5 522422222222,NA,1 3,221112111 22     112111111141222443232121411,MI,0570095050092160313E,1,NA,1.002
810,1,12  1  292222441397 2322322 4 2 299 6 5 3 6 4 4 1 38  1 3 2 2 5 3 4 4 2 4 3 2 1 243331123231 3 2,NA,2,221221 11 2      114211111434332442253025111,MI,0570095050092160313E,1,NA,18.452
810,1,21  1  3322322412111233218810 1 5 210 2 110 1 1 1 11 11 910 1 5 1 1 1 1 6 1 1 1 511111113312,NA,1 9,211112111 11 933219322222224113228325181522,MI,0630575130622640123E,1,NA,15.342
810,2,212 1  23222344111032333333 5 1 5 1 1 1 1 5 1 1 1 11 38   110 5 1 1 1 1 1 1 1 5 548411313112,NA,2,221212211 22     4 1211111431114444233765211,MI,0570095050092160313E,1,3,5.642
810,1,22  332,NA,NA,999999 999                          630 51,MI,0570095050092160313E,1,NA,17.192
812,3,11 42  39111341131813333313 8 8 2 8 8 5 8 8 1 5 8 58  2   1 1 1 1 1 1 1 1 1 1 1 144411131112,NA,1 4,112212111 11 5132142111111344424442255044411,IN,2090475290504520323E,1,1,1.042
812,1,22  2  232199993  433233338 1 1 1 1 1 1 1 1 1 1 1 11101 6 8 8 4 5 5 5 897 8 897 544211113312,NA,2,129112 21 2      4 211111144422444323212512,IN,2090475290504520323E,1,NA,17.732
812,1,21  1  212234553  423323283 5 1 5 2 2 2 1 3 2 2 3 31 91 6 5 5 5 2 6 9 8 2 6 6 5 511111112112,NA,1 4,999999999 22     14222222233331334223354512,IN,209047529050    543E,1,NA,17.032
812,1,11  2  133941913 97 333333398 198 1 4 1 5 1 6 6 1 21101 698 3 3 5 3 3 3 3 3 3 3 324112221212,NA,2,121112211 22     11111111111141441123364512,IN,2070946490972440323C,1,NA,19.642
813,1,12  333,NA,NA,999999 999                          336 53,FL,1310165390158280115E,1,NA,3.753
813,1,12  2  231122449  99333318397 5 5 5 5 5 5 5 5 5 5 52  2   5 7 2 3 597 7 3 4 497 444421333321 716,NA,2,911992 91 2      234111111444344441242115111,FL,1310165390158280115E,1,NA,15.973
813,1,21  1  221111432  423211122 7 3 1 1 6 2 8 1 7 1 6 12  2   6 4 5 1 7 5 3 2 3 2 7 282122313122,NA,2,112111911 12     13112222131141431116599512,FL,1310165390158280215E,1,NA,8.333
813,1,22  2  231194441197 8133111 810 8 8 8 8 8 8 8 810 98  2   910 8 8 8 8 9 8 6 610 844412223222,NA,2,122222 91 1      3 2111111444414441236635112,FL,1310165390158280115E,1,NA,24.133
813,1,11  1  211144441397 1333133 7 6 6 6 6 6 6 6 6 6 6 62  2   1 9 1 1 1 1 1 1 1 1 1 144431332131 7,NA,1 716,111111111 21 8391132111111444414442234255211,FL,1310165390158280115E,1,NA,11.393
813,1,12  2  331114443 1723333333 7 8 7 8 7 7 7 7 8 8 6 82  2  9797 2 2 3 4 1 4 7 597 844321131122,NA,2,221111 11 1      11211111144443334227305512,FL,1310165390158280115E,1,NA,11.973
813,1,12  2  233122223  728822128 5 7 5 3 5 7 598989898988  1 4 5 8 3 3 5 7 7 5 7 7 5 522412223131 6,NA,1 6,911191 11 1      14211111122331324323284512,FL,1310165390158280115E,1,NA,11.073
813,1,12  2  3311111119 321831113 5 7 7 6 5 7 5 7 7 8 8 81 22   6 8 8 6 6 8 6 5 7 7 7 84443333333116,NA,116,211111 11 1      112111111444434441166075111,FL,1310165390158280115E,1,NA,10.133
813,1,12  31 322111551196         3 7 5 1 5 7 6 4 6 5 2 42  2   3 7 4 5 8 6 4 6 7 3 4 444411212211 7,NA,2,111211 12 2      213111111131121213 3365249,FL,1310165390158280115E,1,NA,3.193
813,1,22  1  2312244411 912822323 2 8 1 198 5 5 8 8 8 5 22  196 1 5 1 1 1 1 1 1 5 1989841411111122,NA,2,211122 22 2      4 422122241414344123441512,FL,1310165390158280115E,1,NA,13.753
813,1,12  1  9911111111 933333333 8 8 8 8 8 8 897 8 897 82  2  97 9 8 5 9 5 9 8 8 8 8 844431132312,NA,9,221112 11 1      13311111144443444321329512,FL,1310165390158280115E,1,NA,17.433
814,1,12  1  2933244413 322323333 998 5 799 4 8 7 9 8 9 82  1 3 8 9 6 6 899 7 7 7 7 7 83332112231111,NA,2,222122 11 2      113299999444334441233425111,PA,1471435161422360122E,1,NA,14.761
814,1,22  1  913945553 10939231121010109898979810101098982  2   5 597 598 398 5 5 598 444431123132,NA,9,211112 22 1      112111111333233341153365111,PA,0330895740928050232E,1,NA,16.551
814,1,22  1  221224443  723333333 397 3979797 3 1 1 1 1972  1 4 3 7 3 497 1 3 4 6 6979734431133112,NA,2,212122 11 1      142211111444433441144335112,PA,033089574092    542E,1,NA,18.331
814,1,11  1  2111333411 422222323 7 7 4 4 4 4 4 8 8 7 7 72  2   2 8 3 3 5 3 3 6 3 3 4 432122122222,NA,2,211112211 12     13311111122421242323372512,PA,1471435161422360122E,1,NA,21.131
815,1,22  1  111144943 1123333131 7 7 5 6 7 7 5 8 8 5 5 68  8   3 5 3 3 3 3 3 3 4 3 3 344429222222,NA,9,121112 11 1      3 211111144441244223625512,IL,1191366101356880123C,1,NA,21.222
815,1,11  1  9312244412 423332333 5 5 2 2 2 5 5 5 5 3 5 51101 4 5 6 5 2 2 6 5 4 4 2 6 524111112122,NA,2,121112111 11 4333122111111344134443234145111,IL,0510036020033740233C,1,NA,19.642
815,1,22  1  2321311111 42132333397 8 1 8 5 3 3 3 5 3 5 51 41 397 597 59797 397 2 897 813211121122,NA,9,121111 11 1      3 1111111444424443167445111,IL,0510036020031600313C,1,NA,9.662
815,3,12 11  292124551396         7 8 7 7 8 6 8 6 8 8 8 68  8   6 6 7 5 5 6 5 7 7 1 7 64231222922118,NA,118,221221 22 2      12311922232211312313392142,IL,0510036020031600313C,1,1,1.482
815,1,12  1  111111111199 1111111 4 7 5 1 5 5 5 5 5 5 5 51 11 6 5 5 5 5 5 5 5 5 5 5 5 544433333332,NA,2,111111 11 1      11111111224131331127426522,IL,0510036020033740133C,1,NA,7.182
816,3,21 2331331315421197 3811132 1 4 4 2 8 6 8 6 1 6 2 41988   1 6 6 1 7 7 1 5 7 3 8 83811133311118,NA,2,122211212 22     223922222888182111 5412242,MO,227159717158    544C,1,1,1.912
816,1,11  1  239999999  7988888889898989898989898989898988  8  98989898989898989898989848431313312,NA,2,222222222212     11322222244443484923333512,MO,1591936381937000134C,1,NA,13.722
816,1,22  1  232234443  423333333979797 8979797 8 89797 81122   5 997 29797 5 5 5 597 244221122212,NA,2,219212 22 2      133111111442411343273025111,MO,157028616032    544C,1,NA,17.192
816,1,11  2  122243443 1723333333 5 6 5 4 5 4 4 6 5 5 5 52  1 4 8 6 8 7 6 7 7 5 6 6 6 622211112212,NA,2,222112111 19     11222222233441424423445512,MO,1570286160323760224C,1,NA,19.642
817,3,11 431 2111444411 9232321221010101010101010101010101 92  1010101010101010101010104443333333110,NA,2,999999999 22     112111111444441442 3323422,TX,1090086230082800117C,1,2,1.613
817,1,21  1  221141459  921233118 7 7 6 6 797 7 7 7 8 9 82  2   4 8 4 5 4 4 4 5 6 697 644411111222,NA,2,221112111 1112131143111111444344441254035111,TX,1090086230082800117C,1,NA,15.813
817,1,12  2  2312214411 521322813 198 5 3 5 5 7 31010 3981 91 4 41097 5 3 5 7 51010 4 543111123311 5,NA,2,999999 99 2      3 122111233444844127659592,TX,1090086230082800317C,1,NA,9.603
817,1,21  31 999999949 98 3883338 7 897 51098 8 7 8 810 98  196 5 1 4 398 398 5 7 7 5 648499999992,NA,9,229919911 19     4 9191191833138343 2333539,TX,2050966250943810137C,1,NA,5.073
817,2,122 2  23114144131723133311 998989898989898989898102  2   1 8 1 8 5 3 5 7 3 8 5 644421313331 411,NA,2,999999 99 2      11211111144443444323395522,TX,2050966250943810137C,1,2,3.093
817,1,12  1  232922553 96         4 2 7 7 6 4 5 8 7 6 4 51 11 2 1 8 6 2 3 5 6 7 7 8 5 712321112111 4,NA,2,221111 11 1      11211111144444444326243522,TX,1090086230082800117C,1,NA,1.613
817,2,112 1  2232143412 312331333 4 6 5 5979797 6 6 6 6 61 9196 1 1 3 5 3 5 5 5 6 6 6 62221111331116,NA,2,211112111 11 3131233191111424214242234225211,TX,2050966250948800137C,1,2,3.093
817,1,22  1  131111552 96         5 5 5 5 5 5 5 5 5 5 5 52  2   3 5 3 3 3 5 3 3 3 3 3 344222122222,NA,2,122112 11 2      4 211111144444444325211512,TX,4051356271439080137C,1,NA,25.003
817,1,22  1  2113222212 422222122 3 5 3 3 3 3 3 3 2 2 1 32  1 8 1 5 1 19898 1989898989811111113112,NA,2,221112 11 2      3 322222244411344925809512,TX,2050966250943810137C,1,NA,15.493
817,2,112 2  931144443  993333333 6 5 1 6 210 4 5 7 7 3 31 9199 6 6 1 1 4 1 4 3 1 5 6 244431212112,NA,2,121112211 22     13322212241111341113253522,TX,2050966250948800137C,1,2,1.553
817,3,12 11  222222949  4938323821010101010101010101010108  2  98989898989898989898989833411121132,NA,9,222912 99 2      4 311111144442444223528122,TX,2050966250948800237C,1,1,4.633
817,1,22  1  21222222121192223332 298 4 1 3 1 4 2 2 1 2 12  1 697979797979797979797979711111111112,NA,2,221191 11 2      24222222211411412223605512,TX,2050966250948800237C,1,NA,25.003
818,1,22  1  3311111311 2221311239797 41010 7 7 8 8 8 7 51 48   7 7 4 7 3 49797 7 798 544421121121 4 5,6,1 3,121111 11 1      111221112444434441274065111,CA,0130028030024480219P,1,NA,4.004
818,1,22  1  12333233121711233312 8 6 6 3 4 6 6 6 8 5 7 61121 4 7 7 3 7 9 8 9 4 7 8 7 431421121232,NA,112,111121 11 1      11311111134342444127435512,CA,0130028030024480219P,1,NA,4.004
818,1,22  2  13111411111113333333 5 5 5 5 5 5 5 5 5 5 5 52  2   5 5 5 5 5 5 5 5 5 5 5 533312123322,NA,112,121121 11 2      14311111144442434213506112,CA,0130028030024480219P,1,NA,6.454
818,1,22  1  21223333119728222322 5 5 5 5 5 5 5 5 5 5 5 5198110 6 5 5 6 5 5 5 6 6 6 6 633321112322,NA,2,111121 11 1      3 211111144324444123741512,CA,0130028030024480219P,1,NA,6.904
818,1,22  1  1311211111 933123122 5 597 3 697 5 5 6 6 6 62  8   3 7 3 2 3 3 3 5 5 5 5 44142112222116,NA,116,111222 11 1      11411111144441334324264512,CA,0130028030024480219P,1,NA,6.674
818,1,21  2  33111111111813333311 9 7 8 9 910 8 9 8 8 8 82  2   4 9 2 197 7 5 4 7 7 7 544413113321 6 8,4,2,999999999 19     13211111144343444325374522,CA,0130028030024480219P,1,NA,5.464
818,1,21  2  231144443  423333333 798 6 8 79898 5 898 5982  2   5 797 49797 59797 6979744411132122,NA,1 8,221292111 22     112111111444424442252945411,CA,0130028030024480219P,1,NA,1.904
818,1,12  1  13114144111723331818 5 5 1 7 6 2 8 3 1 2 5 21 4112 3 8 1 5 5 1 5 3 3 3 5 324411333132,NA,116,211111 11 2      11111111144433444126345512,CA,0130028030024480219P,1,NA,5.154
818,1,22  31 211111113 172333333310 8 6 6 6 79798 6 7 7 71101 49797979797979797979797974443333333112,NA,112,999999 99 1      142111111444313441 5417532,CA,0130028030024480219P,1,NA,1.614
818,1,12  31 2311131113 923233111 8 8 5 7 5 5 6 5 8 8 5 81121 4 4 7 3 5 3 3 3 5 4 7 5 64341211221112,NA,118,111111 11 1      113111111333324332 62535311,CA,0130028030024480219P,1,NA,1.214
818,3,12 12  919149443 97 3232123 7 5 510 6 698 4 3 4 6 51108   3 7 4 3 3989798 2 5989824431111121 4,NA,2,999999 99 1      4 311111144144424213188149,CA,0130028030024480219P,1,3,1.124
818,1,12  2  991141111198 33331331010 5 7 79898 41010 3 5110196 7 3 598 59898 3 7 7 5 544433333332,NA,1 4,999999 99 1      3 311111134444444923654432,CA,0130028030024480219P,1,NA,1.994
818,1,11  31 2311422412 423222321 4 5 2 3 49797 5 5 5 6 48  196 2 7 2 2 2 3 3 4 4 4 4 322321222211 911,2,9,111111111 1118313143111111434424441 6459512,CA,0130028030024480219P,1,NA,5.674
818,1,11  1  2912223311 22222323297 8 1 2 2979797 597 5 51121 4 1 8 1 2 2 4 5 5 4 8 5 741321213211 3,NA,1 3 4,121121111 21 433313311111144441444126335512,CA,0130028030024480219P,1,NA,5.154
818,1,12  2  231211113 98 1832133 3 5 210 9 6 6 3 1 2 1 11 4112 8 9 4 1 3 7 4 2 2 3 1 211232123122,NA,1 4,112121 11 2      4 211111122122212313186142,CA,0130028030024480219P,1,NA,1.004
818,1,12  1  131113113 97 1133313 8 7 8 9 9109710 1 9 8 82  1 297 9 1 5 5 4 4 6 5 3 3 34441112111112,NA,2,211111 11 1      112111111444324442263675111,CA,0130028030024480219P,1,NA,5.554
818,1,12  1  1311133113 421223113 5 9 7 7 7 7 5 9 8 9 8 61 41 4 7 8 1 2 4 2 2 5 7 9 6 733211131321 4,NA,1 4,211122 11 1      132111111243213333252514111,CA,0130028030024480219P,1,NA,5.994
818,1,22  2  1313999413 9332331321010101010101010101010102  2  9797979797979797979797974441132222112 5,2,1 211,111112 29 1      223111111444424441236795111,CA,0130028030024480219P,1,NA,6.904
818,1,12  31 231214143  931331333 7 7 5 8 6 7 4 5 8 8 6 81108   7 8 7 8 8 6 6 7 7 6 5 534333133211 4,NA,2,111222 11 1      212111111243433442 2999142,CA,0130028030024480219P,1,NA,3.244
818,1,12  1  233122333 1731333333 1 1 2 2 4 3 1 4 1 1 1 22  110 1 398 1 29898 1 1 1 29822211191112,NA,2,222222 2222      3 211211183411424323663512,CA,0130028030024480219P,1,NA,5.284
818,1,11  31 212312443 1133333332 2 1 29910 3 4 4 3 5 7 91 4112 8 9 1 1 197 197 110 5 544412313111 4,NA,2,111111211 12     131111111214444441 6375142,CA,0130028030024480219P,1,NA,1.004
818,1,12  2  2312129311 422322123 6 3 5 3 6 3 5 4 7 8 5 52  2   3 5 3 2 5 5 597 6 697 744412333332,NA,1 4,211111 11 2      113111111444414443232755211,CA,0130028030024480219P,1,NA,1.484
818,1,12  1  2122239211 932228322 9 899 9 8 899 8 8 8 8 81 91 1 8 7 8 9 899 8 8 8 8 8 844499999992,NA,9,211111 11 2      192222222444444449232045211,CA,0130028030024480219P,1,NA,1.004
818,1,21  1  131144449  438888888 5 5 5 5 5 5 5 5 5 5 5 58  2   1 1 1 1 1 1 1 1 1 1 1 144412323132,NA,1 4,191192111 21 433329311111144433444925253112,CA,0130028030024480219P,1,NA,9.614
818,1,22  2  211222243  23222332397 1 2 1 3979797 5 597 52  1 4 8 6 6 6 697 397 8 8 7 833311112122,NA,9,121111 11 2      4 111111144423444116676512,CA,0130028030024480219P,1,NA,3.364
818,1,12  2  2322111113 921323132 5 6 4 4 4 4 4 4 4 4 5 42  2   5 5 5 5 5 5 5 5 5 5 5 51311221222112,NA,2,111111 11 1      13411111144344444323393512,CA,0130028030024480219P,1,NA,6.824
818,1,12  1  991144443  223833131 8 8 6 8 8 8 898 6 6 8 82  2   6 9 3 3 397 4 5 5 697 544411112222,NA,2,221112 11 1      14211111144443444215405442,CA,0130028030024480219P,1,NA,3.284
818,1,21  1  22124431111712112333 5 5 5 2 6 5 6 5 2 2 5 28  1 4 4 6 5 4 5 5 5 6 3 3 5 314231123212,NA,1 912,121112111 19     14211121144442344115295442,CA,0130028030024480219P,1,NA,2.274
818,3,22 12  3311492511 932333338 5 7 7 6 6 5 6 5 8 8 5 51 12   8 9 9 9 1 8 6 5 5 6 5 533231121112,NA,2,222122 22 2      24422221231231114212659112,CA,0130028030024480219P,1,2,25.004
818,1,12  2  231134129  421332128 9 9 6 9 4 810 2 1 1 7 52  11010 9 6 3 1 810 1 1 1 4 112211123211 4 7,NA,2,111112 11 1      14222222244344344325228442,CA,0130028030024480219P,1,NA,1.004
847,1,22  332,NA,NA,999999 999                          626 51,IL,0510036020031600213C,1,NA,11.452
847,1,12  2  2212234411 923323333 5 5 4 7 4 697 4 7 897 81 21 5 8 597 8 4979797 497979722111212212,NA,116,191121 11 2      3 3221111444414441257335111,IL,0510036020031600213C,1,NA,10.942
847,1,12  1  331141443  42332311398 5 3 8979798 7 3 5 7981 4110 5 5 1 3 397 5 3 3 597 344312211321 4,NA,2,111112 11 1      11211111134343444324266512,IL,0510036020031600313C,1,NA,9.132
847,1,21  1  22113444131423333333 7 6 3 4 6 2 5 8 6 6 6 32  1 4 6 7 597 697 5 5 3 3989833211111222,NA,2,221111111 22     4 1111111444312443233095111,IL,0510036020031600313C,1,NA,12.792
847,1,22  1  132211551196         7 1 2 1 7 8 8 6 1 6 2 71 58   7 5 6 3 1 8 2 2 1 2 2 43241921311118,NA,2,212292 22 1      3 2222222314234131245235112,IL,0510036020031600213C,1,NA,11.752
847,3,11 11  2112114411 4232838889798979797979797979797972  2   3 997 397979797 3 9 3 344411123112,NA,2,222112111 29     4 3111111444333443134351411,IL,0510036020031600313C,1,2,1.002
847,1,12  1  1192223312 922222322 2 3 3 3 2 3 2 2 2 2 3 31 21 7 3 5 4 3 4 2 2 2 3 4 3 333331223222,NA,116,111112 11 1      3 2999999444324443166865111,IL,0510036020031600213C,1,NA,5.942
847,1,21  1  2122444411 9122222839898 4 2 3 3 3 3 1 1 1 61 7196 5 6 4 1 3989798 3 5 2 541411112112,NA,9,212112111 21 432311311111144311444225374512,IL,0510036020031600313C,1,NA,13.012
847,1,11  2  2112234411 4233233339797 5 3 3 1 4 69797 6 11 8112 897 6 2 4 3 5 6 3 497 333211233122,NA,2,112111111 21 8331112999212444414441254965111,IL,0510036020031600313C,1,NA,17.152
847,2,212 1  2333444411 43332333310 8 8 8 81010 5 1 1 5 12  1 9 5 5 5 5 5 5 5 5 5 5 5 544411123311 7,NA,2,999999999 21 933311311111144441444125373522,IL,0510036020031600213C,1,2,7.702
847,1,11  321331111411297 11111111010101010101098101010102  2  9797989797979797979797974449991999110,NA,2,222222222 1110111111111111444434243 75095411,IL,0510036020031600213C,1,NA,2.572
847,1,22  1  21113334111722223123 8 8 3 3 5 7 7 5 5 6 8 52  2   8 8 1 5 5 3 6 8 6 8 6 533211122232,NA,2,211111 11 1      111111111444444442262355112,IL,0510036020031600213C,1,NA,10.572
860,1,12  31 331311111218231383131010101010101010101010101962   6 9 4 3 6 3 6 6 6 6 6 344421123222,NA,1 8 9,211122 11 1      112111111444444443 34245111,CT,0250245330273283221E,1,NA,14.061
860,1,12  2  2121111111 632333333101097 897 510 8101097102  196 1 6 9 297 3 6 1 9 997971111111111112,NA,2,111111 11 2      114111111444444443239745411,CT,0250245330273283221E,1,NA,2.581
860,1,22  1  291224443  913222333 4 6 6 5 5 4 4 5 5 5 6 68  1 4 4 5 5 497 4 4 4 4 4 5 542411121112,NA,1 2,119122 11 1      3 421222244422444222679512,CT,0250245330275523121E,1,NA,25.001
860,3,11 11  222112551296         5 5 4 6 6 7 5 5 4 6 5 32  1 9 5 4 7 7 6 5 5 8 6 6 8 622221322311 4,NA,9,111211111 11 222122211111111122212225283112,CT,0250245330273283321E,1,1,6.431
860,1,12  2  33112444111713322123 5 510 7 5 710 7 310 7 51 11 2 110 7 7 5 8 3 3 2 5 3 534432131331 7,NA,112,212122 11 2      213111111444334443152315211,CT,0250245330273283221E,1,NA,3.401
860,1,22  2  13124444121113832333 8 8 7 6 7 6 6 7 6 6 8 62  2   4 8 7 5 6 3 5 5 7 6 6 432322113211 911,NA,1 8,222122 22 2      4 311111123222334121975522,CT,0250245330275523221E,1,NA,25.001
860,3,11 22  12114444121731133133 7 7 7 5 7 5 5 8 8 898 81 91 6 7 7 7 5 7 5 5 7 8 898 844431122121 8,NA,2,111112111 11 9121132111111444444443275062111,CT,0250245330273283221E,1,1,2.391
860,1,21  2  131144443 132333333397 7 3 5 5 7 5 597 3 7 62  2   1 7 1 2 4 2 3 3 1 1 4 334221122122,NA,2,111122111 29     11211111132341344326525512,CT,0250245330273283221E,1,NA,8.541
860,1,22  1  131144443 1723333333 5 8 7 5 7 7 4 8 7 7 8 72  2  97 7 4 3 49797 7 8 8 99743422123222,NA,2,112122 11 1      11211111144441444327487512,CT,0250245330273283221E,1,NA,8.541
864,1,22  2  2122242211 492222223 897 6 297 7 797 8 9 8972  2   4 4 4 2 6 3 4 6 6 7 7 411411111312,NA,1 4,211122 11 2      4 322222211111111225534522,SC,213035567035    535E,1,NA,17.723
864,1,21  2  2232331411 4283331189898 4 598989898981098 51 91 4989898 19898 59898 898 483411123111 4,NA,9,221122111 11161314 2191111444424441123945111,SC,2130355670353160225E,1,NA,25.003
864,1,11  1  1311444412 433383133 8 9 8 9 8 8 8 8 8 9 8 82  2   5 7 6 4 5 3 797 7 8 4 333321233332,NA,2,221122911 29     143222222232322341233525111,SC,2130355670353160125E,1,NA,23.823
864,1,22  2  112222553 139333333310 4 2 3 3 2 8 5 4 2 4 22  8   2 9 5 5 6 5 7 5 5 5 5 511431122321 1,NA,2,222112 11 1      4 3111111442414442245035211,SC,2130355670353160235E,1,NA,11.343
864,1,22  2  931144443 98 8333333 5 5 5 5 5 5 5 5 5 5 5 52  2   5 5 5 5 5 5 5 5 5 5 5 544421122322,NA,2,222222 21 2      6 311111144433444323222512,SC,2130355670353160325E,1,NA,21.523
864,1,22  2  212223333  412823828 4 8 4 5 5 3 6 6 3 4 1 71101 4 29898 1 2 1 19898 4 4 211131113132,NA,2,222112 22 2      19422211144444444921551512,SC,2130355670353160345E,1,NA,25.003
903,1,12  2  1311111412 923233313 5 5 4 5 597 5979797 7 61112   5 6 4 5 5 3 49797 5 5 544411132112,NA,1 3,122112 21 1      3 1919111443424443237295111,TX,321071612077    547C,1,NA,12.303
903,1,11  1  232333331398 3332333 6 5 5 5 6 610 7 6 7 6 62  2   5 8 5 2 5 2 2 2 9 9 6 633311112211 7,NA,1 4,221112211 12     14211111144444344224279522,TX,3231127091084420137C,1,NA,5.703
903,1,12  1  2211111111 423333333 5 1 5 5 1 1 1 2 1 1 1 21 48   1 2 1 5 1 1 1 1 1 1 1 134213191312,NA,2,221122 11 1      3 3222222444444442227295111,TX,323112709108    547C,1,NA,25.003
903,2,122 1  239944449 98 3882383 59797 597979797979797978  8   1 5 3 4 3 1 1 5 6 6 3 444411991992,NA,9,299222 9912      29499999984442444212671522,TX,321071612077    547C,1,2,16.243
903,1,12  2  221113443  9212231129797 5 4 597 4 9 9 997 81 82   5 8 3 5 5 4 3 7 6 897 742221121222,NA,2,211111 11 1      3 221111144241444315714512,TX,109008623008    547C,1,NA,19.943
904,2,212 1  1211244412 433333333 6 5 4 4 4 2 2 5 5 6 4 51108   2 6 5 4 5 3 2 6 6 7 6 528811933392,NA,2,292111111 22     3 399999944441444226634522,FL,4131155301148240125E,1,2,1.813
904,2,122 1  221114443  933333333 9 8 7 9 8 610 8 8 1 7 62  2   7 6 1 6 1 1 8 5 9 9 6 744422222232,NA,2,211111 11 1      123111111444444442233145211,FL,3290235340222020125E,1,2,1.553
904,1,21  1  2321243411 31133331310 9 8 8 9 5 21010 810102  1 7 1 5 510 7 8 8 71010 7 744421113231 7,NA,2,999999999 22     14211111142442444317434522,FL,3290235340222020125E,1,NA,4.963
904,1,12  2  231224491397 33333339999999999999999999999998  8  98989898989898989898989844419133322,NA,2,922992 2921      11199911144448444123609512,FL,3350545610543600325E,1,NA,25.003
904,1,21  2  2122222211 912322313 597 8 1 5 8 5 597 5 5 51 81 4 8 597 5 5 5 8 59797 6 631411123322,NA,1 4,122222111 21 422314222222244313334223322512,FL,413115530114    545E,1,NA,23.313
904,1,21  31 132112443  723333332 8 897 797 6 6 6 7 7 7 71101 6 7 7 7 5 5 5 5 5 7 8 5 53321112212116,NA,2,111121111 12     132111111244234441 6325512,FL,4131155301148240125E,1,NA,20.873
904,1,21  2  321124443 98 3323333 1 1 5 7 3 6 1 5 1 1 4 41112   3 3 1 1 5 1 5 1 5 5 5 841422222211 5,NA,1 5,211111911 19     14122222244444444123245512,FL,3350545610543600125E,1,NA,21.523
904,1,22  1  231222433  923333333 4 697 3 3 1 1 3 4 5 2 41121 6 4 697 1 3 4 29797 6 19834211129322,NA,2,222222 91 2      3 211111144443444223533512,FL,335054561054    545E,1,NA,21.423
904,1,12  2  213324442  4333323329999999999999999999999992  1 6 1 1 1 1 1 1 1 1 1 1 1 144431333312,NA,2,222212 21 2      3 3111111444444442235415311,FL,417163656159    545C,1,NA,5.753
